,SEASON,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_W_SHOES,WEIGHT,WINGSPAN,STANDING_REACH,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,College WS
593,2007,12227,dustin,salisbery,Dustin Salisbery,SG,76.75,208.0,80.0,100.5,6.6,8.537337662337663,9.238636363636363,34.0,38.0,11.07,2.3
594,2007,12228,blake,schilb,Blake Schilb,SG,79.0,214.0,81.0,102.5,10.0,8.537337662337663,9.238636363636363,26.5,33.5,11.63,5.2
596,2007,201196,ramon,sessions,Ramon Sessions,PG,75.75,185.0,76.25,97.5,6.2,8.291353383458647,8.971804511278195,29.5,33.5,11.65,3.4
597,2007,201203,mustafa,shakur,Mustafa Shakur,PG,76.5,185.0,77.5,99.0,4.1,8.291353383458647,8.971804511278195,28.5,35.0,11.82,3.2
598,2007,201160,jason,smith,Jason Smith,PF,83.5,233.0,82.75,106.0,7.5,8.996644295302014,9.674496644295303,33.5,37.5,10.96,4.7
599,2007,201199,dj,strawberry,DJ Strawberry,SG,77.0,199.0,78.5,101.0,4.5,8.537337662337663,9.238636363636363,28.5,35.0,10.87,4.6
600,2007,201155,rodney,stuckey,Rodney Stuckey,SG-PG,76.5,207.0,79.25,100.5,6.1,8.557692307692308,9.326923076923077,30.5,35.0,11.34,3.6
601,2007,12230,curtis,sumpter,Curtis Sumpter,SF,79.75,227.0,81.5,104.0,5.3,8.788461538461538,9.439903846153847,27.5,32.5,11.3,5.5
603,2007,201249,jamaal,tatum,Jamaal Tatum,PG,72.75,168.0,74.5,93.5,5.0,8.291353383458647,8.971804511278195,28.5,33.0,11.51,4.8
604,2007,12232,reyshawn,terry,Reyshawn Terry,SF,79.5,222.0,82.0,103.5,8.9,8.788461538461538,9.439903846153847,31.0,37.5,11.76,4.7
605,2007,201154,al,thornton,Al Thornton,SF,79.0,221.0,85.0,104.0,5.8,8.788461538461538,9.439903846153847,35.0,41.0,11.96,6.6
606,2007,201229,anthony,tolliver,Anthony Tolliver,PF,80.5,242.0,86.5,107.5,5.7,8.996644295302014,9.674496644295303,28.5,30.0,11.49,5.8
608,2007,12234,kyle,visser,Kyle Visser,C,83.5,242.0,83.0,108.0,10.2,9.194029850746269,9.936567164179104,26.0,29.0,12.6,4.2
609,2007,201208,darryl,watkins,Darryl Watkins,C,82.25,241.0,87.0,110.0,6.9,9.194029850746269,9.936567164179104,26.5,31.0,11.65,4.8
610,2007,12235,major,wingate,Major Wingate,C,82.75,242.0,88.0,109.0,6.7,9.194029850746269,9.936567164179104,27.5,30.5,12.14,2.9
611,2007,12236,dashaun,wood,DaShaun Wood,PG,71.5,167.0,72.75,92.0,5.4,8.291353383458647,8.971804511278195,31.5,34.5,11.4,5.6
612,2007,201153,julian,wright,Julian Wright,SF-PF,80.5,211.0,86.25,108.0,6.1,8.732142857142858,9.482142857142858,28.5,33.5,11.48,6.6
613,2007,201148,brandan,wright,Brandan Wright,PF,82.0,200.0,87.75,108.5,5.8,8.996644295302014,9.674496644295303,30.5,35.5,11.76,7.6
616,2007,201156,nick,young,Nick Young,SG-SF,78.75,206.0,84.0,100.5,6.8,8.636904761904763,9.363095238095237,39.5,40.5,11.0,5.8
617,2007,201152,thaddeus,young,Thaddeus Young,SF,79.5,210.0,83.5,106.0,4.9,8.788461538461538,9.439903846153847,34.5,37.0,11.06,3.3
618,2008,201570,joe,alexander,Joe Alexander,SF-PF,80.25,220.0,83.5,106.0,5.8,8.732142857142858,9.482142857142858,32.5,38.5,11.33,6.1
619,2008,201589,darrell,arthur,Darrell Arthur,PF,80.5,216.0,82.75,107.0,7.3,8.996644295302014,9.674496644295303,28.5,30.0,12.18,5.8
620,2008,201571,d.j.,augustin,D.J. Augustin,PG,71.5,171.5,75.5,94.5,8.1,8.291353383458647,8.971804511278195,28.5,35.0,11.27,6.0
621,2008,201573,jerryd,bayless,Jerryd Bayless,PG-SG,75.0,204.0,75.5,97.0,4.7,8.302631578947368,9.078947368421053,31.0,38.0,11.26,4.8
622,2008,201563,michael,beasley,Michael Beasley,PF-SF,80.25,239.0,84.25,107.0,7.7,8.886363636363637,9.613636363636363,30.0,35.0,11.06,10.7
623,2008,12239,ramel,bradley,Ramel Bradley,PG-SG,74.25,184.0,77.0,98.0,5.7,8.302631578947368,9.078947368421053,24.5,29.5,10.68,3.8
624,2008,12240,tyrone,brazelton,Tyrone Brazelton,PG,71.0,166.0,73.75,94.0,8.1,8.291353383458647,8.971804511278195,30.0,34.0,11.59,4.0
625,2008,12241,takais,brown,Takais Brown,PF,80.5,252.0,82.0,106.0,9.2,8.996644295302014,9.674496644295303,29.0,31.0,12.47,3.8
627,2008,201868,stanley,burrell,Stanley Burrell,PG,74.5,201.0,78.25,97.5,5.6,8.291353383458647,8.971804511278195,29.5,34.5,11.19,2.8
628,2008,12242,brian,butch,Brian Butch,C-PF,83.0,229.6,83.25,108.0,10.8,8.895833333333334,9.916666666666666,24.0,26.5,11.87,5.5
629,2008,12243,jamar,butler,Jamar Butler,PG,73.5,182.0,76.75,97.0,6.0,8.291353383458647,8.971804511278195,29.826834862385322,35.884792626728114,11.076405529953917,5.6
630,2008,12244,pat,calathes,Pat Calathes,SF-PF,81.75,204.0,81.75,106.0,7.3,8.732142857142858,9.482142857142858,29.34259259259259,34.06603773584906,11.503018867924528,5.4
631,2008,12245,joe,crawford,Joe Crawford,SG,76.0,213.0,77.75,99.5,7.6,8.537337662337663,9.238636363636363,31.0,36.0,11.67,3.7
632,2008,12246,chris,daniels,Chris Daniels,C-PF,81.5,256.0,84.5,109.0,16.1,8.895833333333334,9.916666666666666,26.0,28.5,12.72,3.9
633,2008,201595,joey,dorsey,Joey Dorsey,PF-C,79.25,265.0,85.75,107.0,9.0,9.235294117647058,9.875,27.5,33.0,11.84,7.5
634,2008,12247,marcus,dove,Marcus Dove,SF-PF,79.5,208.0,83.5,105.0,5.3,8.732142857142858,9.482142857142858,27.5,33.5,11.59,3.2
635,2008,12248,josh,duncan,Josh Duncan,PF,81.0,230.0,83.5,104.5,5.4,8.996644295302014,9.674496644295303,28.0,32.0,12.47,5.6
636,2008,12249,frank,elegar,Frank Elegar,PF,80.75,210.0,87.25,106.0,4.5,8.996644295302014,9.674496644295303,33.5,37.5,11.86,5.6
638,2008,201814,gary,forbes,Gary Forbes,SG,77.75,220.5,83.25,104.5,6.5,8.537337662337663,9.238636363636363,27.5,33.5,11.45,2.7
639,2008,12250,shan,foster,Shan Foster,SG,77.25,194.5,83.5,103.5,6.3,8.537337662337663,9.238636363636363,30.0,33.0,12.3,6.5
640,2008,201592,j.r.,giddens,J.R. Giddens,SG,76.75,208.0,83.25,103.0,5.4,8.537337662337663,9.238636363636363,29.96578947368421,36.07631578947368,11.106666666666667,6.3
641,2008,12251,james,gist,James Gist,PF,80.5,220.0,88.0,107.5,4.8,8.996644295302014,9.674496644295303,30.5,35.0,11.37,4.9
643,2008,201569,eric,gordon,Eric Gordon,SG,75.25,222.0,81.0,99.0,8.2,8.537337662337663,9.238636363636363,32.0,40.0,10.81,6.0
644,2008,201863,kentrell,gransberry,Kentrell Gransberry,C,79.75,290.0,82.25,106.0,17.4,9.194029850746269,9.936567164179104,24.5,27.5,12.16,3.9
645,2008,201590,donte,greene,Donte Greene,SF-PF,81.0,221.0,82.0,108.0,7.6,8.732142857142858,9.482142857142858,27.5,31.5,11.21,3.9
646,2008,201612,malik,hairston,Malik Hairston,SG,77.25,204.0,81.0,103.5,6.9,8.537337662337663,9.238636363636363,30.5,38.0,11.33,4.5
647,2008,201614,devon,hardin,DeVon Hardin,C-PF,82.75,235.0,87.0,109.5,5.8,8.895833333333334,9.916666666666666,29.5,32.0,11.49,2.7
648,2008,201613,richard,hendrix,Richard Hendrix,PF,80.75,250.0,87.0,108.0,9.2,8.996644295302014,9.674496644295303,26.5,28.0,10.62,6.1
649,2008,201588,george,hill,George Hill,PG,74.5,181.0,81.0,97.5,3.0,8.291353383458647,8.971804511278195,34.0,37.5,12.2,7.8
650,2008,12254,kyle,hines,Kyle Hines,SF-PF,77.25,234.0,85.25,104.5,3.6,8.732142857142858,9.482142857142858,28.5,33.0,12.17,6.6
651,2008,12255,jiri,hubalek,Jiri Hubalek,C-PF,83.0,226.0,82.75,109.0,8.8,8.895833333333334,9.916666666666666,20.5,26.0,12.26,3.1
652,2008,201991,lester,hudson,Lester Hudson,PG,73.0,196.0,80.75,98.5,3.4,8.291353383458647,8.971804511278195,30.5,36.0,11.15,7.6
653,2008,201629,othello,hunter,Othello Hunter,PF-SF,79.5,220.0,87.0,109.5,6.4,8.886363636363637,9.613636363636363,28.0,34.5,11.51,5.2
654,2008,201616,darnell,jackson,Darnell Jackson,PF,79.75,240.5,83.25,106.5,12.5,8.996644295302014,9.674496644295303,27.0,31.0,11.75,6.3
655,2008,12256,shawn,james,Shawn James,PF,81.0,217.0,89.0,111.0,9.2,8.996644295302014,9.674496644295303,28.932608695652174,33.63695652173913,11.593991228070175,10.6
656,2008,12257,davon,jefferson,Davon Jefferson,SF,78.5,213.0,81.5,105.0,12.0,8.788461538461538,9.439903846153847,27.0,32.0,12.02,4.0
657,2008,12258,joseph,jones,Joseph Jones,PF,80.5,240.0,84.25,107.0,12.2,8.996644295302014,9.674496644295303,25.5,31.0,11.61,3.7
658,2008,201599,deandre,jordan,DeAndre Jordan,C,83.0,250.0,90.0,113.5,7.5,9.194029850746269,9.936567164179104,26.0,30.5,12.3,4.4
659,2008,12253,sasha,kaun,Sasha Kaun,C-PF,82.75,247.0,88.0,110.0,9.6,8.895833333333334,9.916666666666666,29.0,32.0,12.06,4.3
660,2008,12260,marcelus,kemp,Marcelus Kemp,SG,76.25,221.0,80.5,103.5,9.0,8.537337662337663,9.238636363636363,26.0,30.0,11.79,4.5
661,2008,12261,maarty,leunen,Maarty Leunen,SF,80.5,222.0,80.0,102.5,8.9,8.788461538461538,9.439903846153847,29.5,34.5,11.57,5.5
662,2008,201848,longar,longar,Longar Longar,C,82.0,212.5,85.25,109.5,10.6,9.194029850746269,9.936567164179104,27.0531914893617,31.05851063829787,12.107659574468084,3.0
663,2008,201572,brook,lopez,Brook Lopez,C,84.5,258.0,89.5,113.0,6.3,9.194029850746269,9.936567164179104,27.5,30.5,12.77,5.4
664,2008,201567,kevin,love,Kevin Love,PF,81.5,255.0,83.25,106.0,12.9,8.996644295302014,9.674496644295303,29.5,35.0,11.17,11.3
665,2008,12262,aleks,maric,Aleks Maric,C,82.75,273.0,85.0,109.5,10.1,9.194029850746269,9.936567164179104,23.0,28.0,11.76,8.3
666,2008,201564,o.j.,mayo,O.J. Mayo,SG-PG,76.25,200.0,78.0,99.5,6.3,8.557692307692308,9.326923076923077,30.5,41.0,11.04,5.2
669,2008,201580,javale,mcgee,JaVale McGee,C-PF,84.0,241.0,90.0,114.5,5.3,8.895833333333334,9.916666666666666,27.0,32.5,12.75,4.0
670,2008,12263,drew,neitzel,Drew Neitzel,PG,72.75,175.5,74.5,95.0,6.2,8.291353383458647,8.971804511278195,25.5,32.0,11.19,4.0
671,2008,201634,demarcus,nelson,DeMarcus Nelson,PG-SG,74.25,198.0,82.0,98.5,4.5,8.302631578947368,9.078947368421053,34.5,38.5,10.54,4.8
672,2008,201624,david,padgett,David Padgett,C-PF,83.5,239.5,85.0,109.5,9.0,8.895833333333334,9.916666666666666,24.0,28.0,12.45,2.7
673,2008,12264,jeremy,pargo,Jeremy Pargo,PG,73.5,208.0,77.0,96.0,7.6,8.291353383458647,8.971804511278195,32.0,37.0,10.65,3.7
674,2008,12265,trent,plaisted,Trent Plaisted,PF,82.25,240.0,82.5,105.5,11.0,8.996644295302014,9.674496644295303,30.5,35.5,11.32,5.3
675,2008,12266,quan,prowell,Quan Prowell,SF-PF,79.75,225.5,82.5,103.5,6.5,8.732142857142858,9.482142857142858,32.0,36.0,11.79,5.4
676,2008,12267,shaun,pruitt,Shaun Pruitt,C-PF,81.0,242.2,85.0,107.5,13.8,8.895833333333334,9.916666666666666,27.0,32.5,11.3,5.1
677,2008,201576,anthony,randolph,Anthony Randolph,PF-SF,82.25,197.0,87.0,109.0,4.7,8.886363636363637,9.613636363636363,29.0,35.0,11.86,3.5
678,2008,12268,charles,rhodes,Charles Rhodes,PF,80.25,244.0,83.25,107.5,10.7,8.996644295302014,9.674496644295303,26.5,33.5,11.51,5.2
680,2008,12269,brian,roberts,Brian Roberts,PG,73.25,173.0,73.25,95.0,3.6,8.291353383458647,8.971804511278195,31.5,36.5,10.65,5.8
681,2008,201781,russell,robinson,Russell Robinson,PG,73.5,196.0,80.0,100.5,7.4,8.291353383458647,8.971804511278195,25.0,31.5,11.3,4.6
682,2008,12270,richard,roby,Richard Roby,SG-SF,77.5,203.0,81.75,104.0,9.2,8.636904761904763,9.363095238095237,29.761904761904763,35.13529411764706,11.335999999999999,4.3
683,2008,201565,derrick,rose,Derrick Rose,PG,74.5,196.0,80.0,98.5,4.6,8.291353383458647,8.971804511278195,34.5,40.0,11.69,6.6
684,2008,201606,sean,singletary,Sean Singletary,PG,72.0,183.8,76.5,95.0,4.2,8.291353383458647,8.971804511278195,26.0,35.884792626728114,11.076405529953917,4.6
685,2008,12271,ronald,steele,Ronald Steele,PG,73.5,183.5,76.25,97.5,8.1,8.291353383458647,8.971804511278195,25.0,29.5,11.08,1.5
686,2008,201446,mike,taylor,Mike Taylor,SG-PG,74.0,166.2,79.25,98.0,3.8,8.557692307692308,9.326923076923077,31.0,39.0,10.98,2.5
687,2008,12272,bryce,taylor,Bryce Taylor,SG,76.25,210.0,81.0,99.5,8.3,8.537337662337663,9.238636363636363,34.5,41.0,11.08,2.7
688,2008,201872,mark,tyndale,Mark Tyndale,SG-SF,75.5,217.0,83.0,103.5,6.7,8.636904761904763,9.363095238095237,27.0,33.5,12.52,4.5
689,2008,12273,robert,vaden,Robert Vaden,SG,76.5,199.0,80.0,101.0,6.2,8.537337662337663,9.238636363636363,26.0,29.5,11.97,5.5
690,2008,201622,deron,washington,Deron Washington,SF,78.25,198.5,81.0,102.5,7.2,8.788461538461538,9.439903846153847,34.0,40.0,11.03,3.6
691,2008,201603,sonny,weems,Sonny Weems,SG-SF,77.5,193.0,82.0,104.0,4.4,8.636904761904763,9.363095238095237,29.0,36.5,10.58,3.8
692,2008,201566,russell,westbrook,Russell Westbrook,PG,75.5,192.0,79.75,100.0,4.8,8.291353383458647,8.971804511278195,30.0,36.5,10.98,5.3
694,2009,202399,jeff,adrien,Jeff Adrien,PF,78.5,236.2,86.0,107.5,7.9,8.996644295302014,9.674496644295303,27.5,31.5,11.34,5.2
697,2009,201971,dejuan,blair,DeJuan Blair,PF,78.5,276.6,86.0,106.5,12.0,8.996644295302014,9.674496644295303,26.0,33.0,11.5,8.2
698,2009,201974,derrick,brown,Derrick Brown,SF-PF,80.5,224.6,86.5,107.5,8.6,8.732142857142858,9.482142857142858,30.5,35.5,11.26,5.6
699,2009,201978,chase,budinger,Chase Budinger,SF-SG,79.0,206.4,79.0,101.0,10.0,8.7125,9.2875,29.5,38.5,11.08,5.2
700,2009,201960,demarre,carroll,DeMarre Carroll,PF-SF,79.75,207.2,82.0,105.0,6.3,8.886363636363637,9.613636363636363,28.54901960784314,33.40196078431372,11.583877551020409,3.6
702,2009,12275,dionte,christmas,Dionte Christmas,SG,77.5,210.8,81.0,102.5,7.1,8.537337662337663,9.238636363636363,27.0,33.5,10.83,5.2
703,2009,201947,earl,clark,Earl Clark,SF-PF,82.25,228.4,86.5,109.5,5.2,8.732142857142858,9.482142857142858,28.5,33.0,11.17,5.8
704,2009,201954,darren,collison,Darren Collison,PG,73.5,166.2,75.0,96.5,5.7,8.291353383458647,8.971804511278195,30.5,33.5,10.45,5.4
705,2009,201967,dante,cunningham,Dante Cunningham,PF,80.25,227.4,83.0,106.5,4.8,8.996644295302014,9.674496644295303,28.0,35.0,11.18,6.3
706,2009,201939,stephen,curry,Stephen Curry,PG-SG,75.25,181.0,75.5,97.0,5.7,8.302631578947368,9.078947368421053,29.5,35.5,11.07,9.9
707,2009,201948,austin,daye,Austin Daye,SF-PF,82.75,191.8,86.75,110.0,5.5,8.732142857142858,9.482142857142858,25.0,28.0,12.11,5.7
708,2009,201942,demar,derozan,DeMar DeRozan,SG-SF,78.5,211.2,81.0,102.5,4.9,8.636904761904763,9.363095238095237,29.0,38.5,11.88,4.1
709,2009,201962,toney,douglas,Toney Douglas,PG,74.0,183.4,78.0,97.5,5.2,8.291353383458647,8.971804511278195,28.0,32.5,10.63,2.6
710,2009,201961,wayne,ellington,Wayne Ellington,SG,77.25,202.4,78.5,100.0,5.5,8.537337662337663,9.238636363636363,31.5,38.0,11.14,5.5
711,2009,201936,tyreke,evans,Tyreke Evans,PG-SG,77.25,220.6,83.25,104.0,7.1,8.302631578947368,9.078947368421053,28.5,34.0,11.81,7.2
712,2009,201938,jonny,flynn,Jonny Flynn,PG,72.75,195.6,76.0,95.5,6.3,8.291353383458647,8.971804511278195,33.0,40.0,10.86,4.9
713,2009,201959,taj,gibson,Taj Gibson,PF,81.75,214.4,88.0,109.0,6.6,8.996644295302014,9.674496644295303,25.5,30.0,11.56,7.7
714,2009,201980,danny,green,Danny Green,SG-SF,78.5,208.0,82.0,103.0,5.6,8.636904761904763,9.363095238095237,29.0,33.0,11.3,6.3
715,2009,201933,blake,griffin,Blake Griffin,PF,82.0,248.4,83.25,105.0,8.2,8.996644295302014,9.674496644295303,32.0,35.5,10.95,9.7
716,2009,201946,tyler,hansbrough,Tyler Hansbrough,PF,81.5,234.2,83.5,106.0,8.5,8.996644295302014,9.674496644295303,27.5,34.0,11.12,6.7
717,2009,201935,james,harden,James Harden,SG,77.25,222.0,82.75,103.5,10.1,8.537337662337663,9.238636363636363,31.5,37.0,11.1,7.2
719,2009,12278,josh,heytvelt,Josh Heytvelt,PF-C,83.0,246.2,85.25,108.0,10.8,9.235294117647058,9.875,28.5,34.0,11.67,5.8
720,2009,201941,jordan,hill,Jordan Hill,PF-C,82.25,232.4,85.5,108.0,6.0,9.235294117647058,9.875,31.0,35.0,12.23,5.1
721,2009,201950,jrue,holiday,Jrue Holiday,PG-SG,76.25,199.0,79.0,100.5,6.3,8.302631578947368,9.078947368421053,28.5,34.0,10.64,3.3
723,2009,201949,james,johnson,James Johnson,SF-PF,79.75,257.2,84.75,105.5,12.0,8.732142857142858,9.482142857142858,30.5,35.0,11.21,3.7
724,2009,201951,ty,lawson,Ty Lawson,PG,72.5,196.6,72.75,94.5,6.6,8.291353383458647,8.971804511278195,29.0,36.5,10.98,6.9
725,2009,201953,eric,maynor,Eric Maynor,PG,75.25,163.6,74.5,97.0,5.4,8.291353383458647,8.971804511278195,28.5,31.5,10.78,6.9
726,2009,12282,jack,mcclinton,Jack McClinton,SG-PG,72.75,185.2,74.5,96.0,6.2,8.557692307692308,9.326923076923077,30.0,36.5,10.44,2.7
727,2009,12283,jerel,mcneal,Jerel McNeal,SG,75.0,190.4,79.25,99.5,5.4,8.537337662337663,9.238636363636363,31.5,36.5,10.61,5.9
728,2009,201975,jodie,meeks,Jodie Meeks,SG,76.0,211.4,76.5,98.0,8.0,8.537337662337663,9.238636363636363,28.5,37.0,10.96,7.4
731,2009,201985,a.j.,price,A.J. Price,PG,74.0,192.8,75.75,97.0,12.4,8.291353383458647,8.971804511278195,26.0,31.0,10.99,4.0
732,2009,12284,tyler,smith,Tyler Smith,SF,78.0,212.0,81.75,104.5,7.0,8.788461538461538,9.439903846153847,29.0,33.5,10.69,-0.1
733,2009,201969,dajuan,summers,DaJuan Summers,SF,80.5,243.0,84.75,106.5,6.6,8.788461538461538,9.439903846153847,29.5,34.5,10.94,4.0
734,2009,201966,jermaine,taylor,Jermaine Taylor,SG,76.75,207.4,80.75,101.0,5.8,8.537337662337663,9.238636363636363,34.0,37.5,11.54,6.2
735,2009,201952,jeff,teague,Jeff Teague,PG,73.5,175.2,79.5,98.5,4.5,8.291353383458647,8.971804511278195,30.5,36.5,11.05,5.6
736,2009,201934,hasheem,thabeet,Hasheem Thabeet,C,86.5,267.2,90.25,113.0,6.7,9.194029850746269,9.936567164179104,27.0531914893617,31.05851063829787,12.107659574468084,9.4
737,2009,201977,marcus,thornton,Marcus Thornton,SG,75.75,194.4,77.0,99.0,4.8,8.537337662337663,9.238636363636363,31.0,33.0,10.73,6.6
738,2009,201944,terrence,williams,Terrence Williams,SG-SF,78.25,213.2,81.0,103.5,5.1,8.636904761904763,9.363095238095237,30.5,37.0,11.15,6.2
739,2009,201970,sam,young,Sam Young,SF-SG,78.75,222.8,82.75,105.5,4.9,8.7125,9.2875,27.5,33.0,11.47,6.9
740,2010,202374,solomon,alabi,Solomon Alabi,C,84.75,237.4,89.0,113.0,5.0,9.25,9.25,22.5,26.0,13.2,4.3
741,2010,202332,cole,aldrich,Cole Aldrich,C,83.25,236.0,88.75,111.5,8.5,9.0,9.25,23.0,28.0,11.48,5.9
742,2010,202329,al-farouq,aminu,Al-Farouq Aminu,SF,80.5,216.0,87.25,108.5,8.2,9.5,9.5,27.0,33.5,11.29,4.3
743,2010,202341,james,anderson,James Anderson,SF,77.75,207.6,80.5,104.0,7.9,8.5,7.25,30.0,35.5,11.86,0.3
744,2010,202337,luke,babbitt,Luke Babbitt,SF-PF,80.75,217.8,83.25,104.5,5.6,8.5,10.0,29.5,37.5,10.98,6.7
745,2010,202339,eric,bledsoe,Eric Bledsoe,PG,73.5,191.6,79.5,98.0,5.6,8.5,9.75,29.826834862385322,35.884792626728114,11.076405529953917,3.5
746,2010,202344,trevor,booker,Trevor Booker,PF,79.5,235.8,81.75,106.0,7.3,9.0,9.5,31.0,36.0,11.15,5.5
747,2010,202342,craig,brackins,Craig Brackins,PF-SF,81.75,229.0,84.0,109.0,7.9,9.5,11.25,26.0,35.0,11.65,4.0
748,2010,202340,avery,bradley,Avery Bradley,SG-PG,75.25,180.4,79.25,98.5,4.0,8.25,9.5,31.5,37.5,11.47,3.2
749,2010,202382,derrick,caracter,Derrick Caracter,PF,81.5,280.0,84.25,107.5,12.8,9.0,10.25,25.0,30.5,12.78,5.2
750,2010,202395,sherron,collins,Sherron Collins,PG,71.75,217.2,74.5,94.0,9.2,8.5,9.5,27.5,33.0,12.31,5.4
751,2010,202326,demarcus,cousins,DeMarcus Cousins,C,82.75,291.8,89.75,113.0,16.4,9.25,10.0,23.5,27.5,11.4,6.5
752,2010,202348,jordan,crawford,Jordan Crawford,SG,76.5,198.4,79.0,101.0,4.9,8.0,9.0,31.5,34.5,11.03,2.2
753,2010,202334,ed,davis,Ed Davis,PF,81.75,226.6,84.0,108.0,10.0,9.25,10.0,31.0,36.0,11.7,3.1
754,2010,202365,devin,ebanks,Devin Ebanks,SF,80.25,207.8,84.25,107.5,7.9,8.25,9.0,23.5,32.0,11.69,4.6
755,2010,202324,derrick,favors,Derrick Favors,PF,82.25,245.2,88.0,110.0,6.5,8.75,9.25,31.5,35.5,11.74,4.8
758,2010,202331,paul,george,Paul George,SF,80.75,214.4,83.25,107.0,5.0,8.5,9.0,29.545454545454547,35.019354838709674,11.359354838709677,4.2
759,2010,202376,luke,harangody,Luke Harangody,PF,79.75,240.2,81.5,106.0,11.1,8.75,9.75,24.0,28.5,11.83,5.1
760,2010,202412,manny,harris,Manny Harris,SG,77.5,185.1,79.25,102.0,3.8,8.5,9.0,29.96578947368421,36.07631578947368,11.106666666666667,5.2
761,2010,202351,lazar,hayward,Lazar Hayward,SG-SF,77.75,225.8,84.75,102.0,7.5,9.25,9.5,31.0,36.0,10.87,5.4
762,2010,202330,gordon,hayward,Gordon Hayward,SF,80.0,211.0,79.75,103.0,6.9,8.5,9.25,30.5,34.5,11.73,6.9
763,2010,202333,xavier,henry,Xavier Henry,SG,78.5,210.2,83.25,105.0,4.7,8.75,10.0,28.5,36.5,11.1,4.9
764,2010,202359,darington,hobson,Darington Hobson,SG-SF,78.5,203.6,81.25,104.5,6.2,8.25,9.0,29.0,34.0,11.68,5.2
765,2010,202345,damion,james,Damion James,SF,79.75,226.6,84.75,107.0,9.6,9.25,8.5,29.0,33.0,10.89,6.5
766,2010,202325,wesley,johnson,Wesley Johnson,SF,79.25,206.4,85.0,106.0,4.6,9.0,9.5,32.0,37.0,11.43,0.7
767,2010,202356,armon,johnson,Armon Johnson,PG-SG,75.25,195.2,80.0,99.5,5.6,8.25,9.25,31.5,38.5,11.25,3.0
768,2010,202346,dominique,jones,Dominique Jones,SG,77.0,216.0,81.25,101.0,5.9,9.0,10.25,26.0,32.5,10.88,6.2
769,2010,12329,jerome,jordan,Jerome Jordan,C,84.75,244.2,89.25,113.0,6.9,9.0,10.25,27.0531914893617,31.05851063829787,12.107659574468084,5.6
770,2010,12330,sylven,landesberg,Sylven Landesberg,SG,78.25,210.0,81.0,100.5,11.6,8.75,10.75,28.0,32.0,11.59,3.4
771,2010,202371,gani,lawal,Gani Lawal,PF,81.0,233.4,84.0,107.5,6.3,8.5,10.0,27.0,31.5,11.61,4.1
772,2010,202328,greg,monroe,Greg Monroe,PF-C,83.0,246.6,86.25,108.5,11.2,8.75,9.5,25.0,29.0,12.1,5.5
773,2010,202350,daniel,orton,Daniel Orton,C,81.5,269.2,88.25,110.5,13.8,8.5,9.75,24.0,30.5,12.32,1.7
774,2010,12334,artsiom,parakhouski,Artsiom Parakhouski,C,83.75,268.2,85.0,109.5,6.0,9.0,10.5,25.5,26.5,12.07,6.3
775,2010,202335,patrick,patterson,Patrick Patterson,PF,81.25,239.6,85.25,107.0,5.3,9.25,10.25,28.5,33.5,11.14,7.0
776,2010,202354,dexter,pittman,Dexter Pittman,PF-C,83.5,302.6,90.0,111.0,20.8,10.25,10.5,28.107142857142858,32.364285714285714,11.801428571428572,3.4
777,2010,202360,andy,rautins,Andy Rautins,SG,77.0,191.6,79.0,100.0,6.2,8.0,9.75,23.5,30.5,11.27,4.9
779,2010,202383,stanley,robinson,Stanley Robinson,SF,79.75,213.2,84.0,107.5,8.3,9.0,9.0,29.545454545454547,37.5,11.65,4.2
780,2010,202336,larry,sanders,Larry Sanders,PF-C,82.5,222.4,89.75,112.0,4.6,9.75,11.0,25.5,28.0,12.49,5.4
781,2010,12341,jon,scheyer,Jon Scheyer,PG-SG,78.0,180.0,75.25,99.0,5.4,7.75,9.5,29.452830188679247,35.33018867924528,11.191509433962263,9.7
782,2010,202362,lance,stephenson,Lance Stephenson,SG,77.75,227.0,82.5,103.0,9.3,9.0,10.25,27.0,33.0,11.39,2.8
783,2010,12343,mikhail,torrance,Mikhail Torrance,PG,77.0,208.8,79.5,103.0,7.0,8.75,9.5,23.0,32.0,11.43,4.9
784,2010,202323,evan,turner,Evan Turner,SG,79.0,213.8,80.0,103.5,8.6,8.75,9.5,27.5,34.5,11.06,6.8
785,2010,202327,ekpe,udoh,Ekpe Udoh,PF,81.75,237.4,88.5,106.5,8.0,9.5,8.75,31.0,33.5,11.15,4.8
786,2010,12346,jarvis,varnado,Jarvis Varnado,PF-C,82.0,210.2,87.5,109.5,9.5,9.25,9.5,29.5,32.5,11.61,6.3
787,2010,202349,greivis,vasquez,Greivis Vasquez,PG-SG,78.5,210.8,79.0,101.0,8.6,7.75,9.25,29.452830188679247,35.33018867924528,11.191509433962263,5.8
788,2010,202322,john,wall,John Wall,PG,76.0,195.6,81.25,101.5,5.6,8.25,9.5,30.0,39.0,10.84,6.3
789,2010,202378,willie,warren,Willie Warren,SG-PG,75.75,208.4,78.0,99.5,7.6,8.5,9.5,23.0,31.5,11.21,1.7
790,2010,202358,terrico,white,Terrico White,SG-PG,77.0,202.6,81.0,101.0,3.7,9.0,10.5,31.0,40.0,11.38,4.1
